timestamp,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,angular_rates.x,angular_rates.y,angular_rates.z,thrust.x,thrust.y,thrust.z
0.0,25161,1743729554,78916030,uav/imu,-0.0080692253358806,-0.0145194235244648,-0.0078779730488876,0.0,0.0,8.211185884973348
0.009517192840576172,25162,1743729554,88536437,uav/imu,-0.0077065978338543,-0.0150462184524892,-0.011658974237065,0.0,0.0,8.211168735232546
0.019987106323242188,25163,1743729554,98915712,uav/imu,-0.0072080930487984,-0.016264224687456,-0.0153337836894297,0.0,0.0,8.211168196526465
0.030126094818115234,25164,1743729554,108891637,uav/imu,-0.0067892354843369,-0.0174349492292739,-0.0130219450900916,0.0,0.0,8.21116713563946
0.03982138633728027,25165,1743729554,118780115,uav/imu,-0.0066312434271157,-0.0180824042400094,-0.0127726697780908,0.0,0.0,8.21115593541702
0.05007457733154297,25166,1743729554,128970394,uav/imu,-0.0066471064845524,-0.0186471371320637,-0.012828567220785,0.0,0.0,8.211136632007914
0.06008005142211914,25167,1743729554,138899603,uav/imu,-0.0065533727969506,-0.0194741439127564,-0.0119571193335348,0.0,0.0,8.21111895136978
0.07010412216186523,25168,1743729554,148909043,uav/imu,-0.0061393730319601,-0.0209173231749066,-0.0119182405279855,0.0,0.0,8.211129905789779
0.08000040054321289,25169,1743729554,158891504,uav/imu,-0.0054893677657026,-0.021561523901449,-0.0174087621061188,0.0,0.0,8.211141435253584
0.09006333351135254,25170,1743729554,168896750,uav/imu,-0.0045691046453653,-0.0220599233345492,-0.0198541671912398,0.0,0.0,8.211143424177116
0.1000216007232666,25171,1743729554,178938916,uav/imu,-0.003246222347285,-0.0229705118990643,-0.0159097455410832,0.0,0.0,8.211143252310354
0.10972237586975098,25172,1743729554,188677930,uav/imu,-0.0017469702843935,-0.0237668209151029,-0.0153543069129533,0.0,0.0,8.211144531861862
0.12008047103881836,25173,1743729554,198901041,uav/imu,-0.000455581503193,-0.0243303280076479,-0.0143287977883859,0.0,0.0,8.211130407276446
0.12992119789123535,25174,1743729554,208892735,uav/imu,0.0006983347789986,-0.0251801742180315,-0.002740292898212,0.0,0.0,8.211106066327314
0.13940763473510742,25175,1743729554,218540764,uav/imu,0.0018310679536653,-0.0264058662305217,-0.010250030949633,0.0,0.0,8.211089280739492
0.14983487129211426,25176,1743729554,228927688,uav/imu,0.0028719346048831,-0.0277026575250849,-0.0123795610585547,0.0,0.0,8.211085056530269
0.1598968505859375,25177,1743729554,239003310,uav/imu,0.0037325310487731,-0.028988814159947,-0.0142422649714562,0.0,0.0,8.211090424257492
0.16950511932373047,25178,1743729554,248690896,uav/imu,0.0043287532705326,-0.0297212121066122,-0.0185282386846902,0.0,0.0,8.211095542579105
0.1798417568206787,25179,1743729554,258813379,uav/imu,0.00481471520336,-0.0302534307974364,-0.0198371385035277,0.0,0.0,8.2111057924979
0.18979716300964355,25180,1743729554,268845335,uav/imu,0.0053034964402895,-0.0308742750426839,-0.0164510921742834,0.0,0.0,8.211145853109635
0.19948577880859375,25181,1743729554,278505486,uav/imu,0.0057443646220433,-0.0307207613240361,-0.012718816895655,0.0,0.0,8.21118517568394
0.2096562385559082,25182,1743729554,288871660,uav/imu,0.0063297274683003,-0.0299751747098775,-0.0125433883958615,0.0,0.0,8.211210994220611
0.2195875644683838,25183,1743729554,298785280,uav/imu,0.0068348328167046,-0.0290322118447784,-0.0160636024695676,0.0,0.0,8.211231987866343
0.22929716110229492,25184,1743729554,308522690,uav/imu,0.0070417362987804,-0.0285609054228915,-0.0136795655352149,0.0,0.0,8.211246083634222
0.2395942211151123,25185,1743729554,318571490,uav/imu,0.0071985647291533,-0.0285991311196621,-0.0201929001312295,0.0,0.0,8.211272346244222
0.24977922439575195,25186,1743729554,328724964,uav/imu,0.007378469912688,-0.0284677748513714,-0.0175653607007588,0.0,0.0,8.211308054752195
0.2599031925201416,25187,1743729554,338790871,uav/imu,0.0075465070875002,-0.0275952079179197,-0.0069641372142006,0.0,0.0,8.211347514925102
0.26917481422424316,25188,1743729554,348293548,uav/imu,0.0075187772409463,-0.0266368662267,-0.0045889154685093,0.0,0.0,8.211372106515617
0.2795071601867676,25189,1743729554,358750318,uav/imu,0.0073389195228546,-0.0261206911360608,-0.0044672198889,0.0,0.0,8.211396162341812
0.28955626487731934,25190,1743729554,368750925,uav/imu,0.0071143121308623,-0.0255945314317876,-0.0102455893597272,0.0,0.0,8.211426980985745
0.2989184856414795,25191,1743729554,378252086,uav/imu,0.006762954361396,-0.0245043189907845,-0.0156459340611676,0.0,0.0,8.211449859083078
0.30951738357543945,25192,1743729554,388737245,uav/imu,0.0063738485333088,-0.023340883231303,-0.010117196086175,0.0,0.0,8.211454880677355
0.3195347785949707,25193,1743729554,398778223,uav/imu,0.0060146795883249,-0.0228796066776964,-0.0038917569068409,0.0,0.0,8.211458102505155
0.329359769821167,25194,1743729554,408395514,uav/imu,0.0056037654882575,-0.0227969639043486,-0.0018159142583405,0.0,0.0,8.211470042405773
0.3397831916809082,25195,1743729554,418731904,uav/imu,0.0051435187683371,-0.0225127851683923,0.0035873485602243,0.0,0.0,8.211476049162794
0.3498835563659668,25196,1743729554,428697599,uav/imu,0.0047508624920648,-0.0222958093296646,0.0054363507042352,0.0,0.0,8.211484010995113
0.3595573902130127,25197,1743729554,438741083,uav/imu,0.0044054389224597,-0.0217569386772331,0.007232609427947,0.0,0.0,8.211490420926891
0.3689429759979248,25198,1743729554,448188232,uav/imu,0.004100633185012,-0.0209908950813157,0.0135932365072513,0.0,0.0,8.211494931372027
