timestamp,angular_rates.x,angular_rates.y,angular_rates.z,thrust.x,thrust.y,thrust.z
0.0,-1.1153287814571888,-1.7243228827627075,0.9727709744907124,0.0,0.0,12.546924249311203
0.0100512504577636,-0.9770055527580608,-1.801614163152212,0.9781082127415622,0.0,0.0,12.514441097946316
0.0188844203948974,-0.8398214424617743,-1.8755569329905293,0.9828396229447072,0.0,0.0,12.463789189608732
0.0289118289947509,-0.6531370606041458,-1.9443202914186908,0.9941219956705424,0.0,0.0,12.127855442998596
0.0400021076202392,-0.565675094899354,-2.0210940807613658,1.0033423765978182,0.0,0.0,12.328020939465404
0.0489928722381591,-0.382546246304282,-2.0856776758289444,1.0151050975020133,0.0,0.0,11.9644076843296
0.0591297149658203,-0.2487615156133673,-2.151827093020452,1.018904201126898,0.0,0.0,11.873031478119842
0.0697684288024902,-0.115830096610525,-2.2145895190661617,1.023605524166634,0.0,0.0,11.77368076412995
0.0793628692626953,0.0160641776364066,-2.27358446007383,1.0243144335096714,0.0,0.0,11.66939508980759
0.0889945030212402,0.1460078624777238,-2.329302657633098,1.0255503280915708,0.0,0.0,11.559765080023135
0.0998330116271972,0.3168489039276312,-2.383521926242137,1.0281427779092838,0.0,0.0,11.143671258801168
0.1094460487365722,0.400164663645667,-2.429221042329173,1.0238595101744092,0.0,0.0,11.32138030674661
0.1188955307006836,0.5658916759329622,-2.4813128314821467,1.034769293977333,0.0,0.0,10.90224978433313
0.1298272609710693,0.6846307232020544,-2.522861893150988,1.0344246419733922,0.0,0.0,10.778968208166964
0.1393706798553466,0.8043107334329489,-2.5615316615837043,1.0371956999050629,0.0,0.0,10.65697499435448
0.1490113735198974,0.9192913082642308,-2.595900771277206,1.0392043390888244,0.0,0.0,10.543319246211093
0.1598055362701416,1.0336234476613972,-2.625678834876649,1.039289551784207,0.0,0.0,10.42832140303602
0.1698136329650879,1.1451587420877851,-2.649344232136094,1.034617363621653,0.0,0.0,10.319145893373133
0.179067850112915,1.2547953998198569,-2.668390882726288,1.0308763135542671,0.0,0.0,10.212450279323424
0.1893115043640136,1.362391406108289,-2.682305217921102,1.0252726114974366,0.0,0.0,10.112282164214518
0.199777603149414,1.492500615888726,-2.7143177133318424,1.0206959750616666,0.0,0.0,9.727258064459068
0.209038496017456,1.5668655038412376,-2.690770534796549,1.0092661021548963,0.0,0.0,9.926452140284326
0.2192378044128418,1.6923700358389726,-2.718733902786628,1.0051832133486367,0.0,0.0,9.566370443560409
0.2299885749816894,1.7689622814745227,-2.677842072205636,0.9954943952215212,0.0,0.0,9.773832928298075
0.2398233413696289,1.886333804880459,-2.700994781164592,0.9879561128079368,0.0,0.0,9.438244873608287
0.2494404315948486,1.9664678947980776,-2.640239036444385,0.9736463216729996,0.0,0.0,9.652187204781985
0.260721206665039,2.0759389783444924,-2.6585764983309583,0.9612712904524444,0.0,0.0,9.3385439726164
0.2700328826904297,2.163430909476165,-2.579309151589241,0.9466574215101372,0.0,0.0,9.555269354304514
0.2795689105987549,2.263493232086648,-2.591135732429115,0.9271206192211529,0.0,0.0,9.276207140429282
0.2910211086273193,2.360308345724698,-2.4906483773937063,0.910800745183631,0.0,0.0,9.490388905221696
0.2998335361480713,2.4640909926985217,-2.434175296545393,0.8927867675802853,0.0,0.0,9.45692137190741
0.3088653087615967,2.5624250968499056,-2.3745864257889977,0.8740926928004296,0.0,0.0,9.439436756891046
0.3198354244232178,2.664118698776537,-2.311547211065361,0.8615037926773256,0.0,0.0,9.412358149141063
0.3298783302307129,2.7660777545854542,-2.240976046274045,0.8415704386397961,0.0,0.0,9.39485096274449
0.3389530181884765,2.8695113029599866,-2.164296918891752,0.81998914219925,0.0,0.0,9.379237815231916
0.3494887351989746,2.9733539992368736,-2.0849699387628693,0.8057611068218253,0.0,0.0,9.36863754475343
0.3598818778991699,3.1287562640658204,-1.9133610313672056,0.7926818150845051,0.0,0.0,9.489236281554405
0.3689162731170654,3.183428132393818,-1.906670451680839,0.7669777934824716,0.0,0.0,9.34848545284738
0.3787341117858886,3.3490013915663104,-1.7295998644993107,0.7534312000070169,0.0,0.0,9.442788003498077
0.3890318870544433,3.458661697961721,-1.626934441179465,0.7413130241710487,0.0,0.0,9.409531100235755
0.3996279239654541,3.5673224421833583,-1.5295770250779206,0.7277512157444916,0.0,0.0,9.383382250909923
0.4108688831329345,3.673659467708124,-1.430515297418097,0.7120034692142849,0.0,0.0,9.357922418083586
0.4212229251861572,3.7775308358308655,-1.3316400796880046,0.6992770362121974,0.0,0.0,9.33307087105474
0.4307005405426025,3.958082437708967,-1.1384391436394907,0.6961813209855482,0.0,0.0,9.29559179378927
0.4398694038391113,3.971001415695638,-1.126638529355916,0.6772521351700868,0.0,0.0,9.29043821254607
0.4511477947235107,4.224156685848804,-0.8540749167847279,0.694416590368833,0.0,0.0,9.15528626223803
0.4607934951782226,4.220595565936149,-0.8319970724941761,0.6672867186604917,0.0,0.0,9.188855276771282
0.4691612720489502,4.374196251328328,-0.6581373884756394,0.6704431593839021,0.0,0.0,9.06784046682023
0.4801633358001709,4.357937598407516,-0.6457526668069619,0.6432203336705435,0.0,0.0,9.159083326995134
0.4905400276184082,4.486273069187778,-0.4822164453312236,0.6570938139895711,0.0,0.0,9.018545836114438
0.4989306926727295,4.521695123466651,-0.389403055556031,0.6470903638087417,0.0,0.0,9.013503833248484
0.5095539093017578,4.549659611772271,-0.3101850111297068,0.642222219422699,0.0,0.0,9.025764263904495
0.5209541320800781,4.61686601810889,-0.1575979238170203,0.6468519450364438,0.0,0.0,8.871011442959615
