timestamp,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,t,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,velocity.linear.x,velocity.linear.y,velocity.linear.z,velocity.angular.x,velocity.angular.y,velocity.angular.z,acceleration.linear.x,acceleration.linear.y,acceleration.linear.z,acceleration.angular.x,acceleration.angular.y,acceleration.angular.z,acc_bias.x,acc_bias.y,acc_bias.z,gyr_bias.x,gyr_bias.y,gyr_bias.z,jerk.x,jerk.y,jerk.z,snap.x,snap.y,snap.z,motors
0.0,61729,1743724692,886807680,world,1743724692.8868077,-2.998710820359688,-3.0002082579318925,1.1598057398362205,0.0007236087232687,0.0003011794312158,0.7108302716497452,-0.7033631427560838,0.0010024221386842,0.0063579139841486,-2.656614964524689e-05,0.0059487249442351,0.0120465901731777,-0.0282416054196585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
0.0102643966674804,61730,1743724692,896775007,world,1743724692.896775,-2.9987006814799635,-3.0001445342500594,1.1598054777620304,0.0006632611274626,0.0002898509354357,0.7109264199356908,-0.7032660247079576,0.0010601038849734,0.006496394923118,-2.504002791422728e-05,0.0099016255560449,0.0051555262636156,-0.0246076878992507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
0.0198960304260253,61731,1743724692,906785965,world,1743724692.906786,-2.998689937034105,-3.0000791673147376,1.1598052330627082,0.0006158408621258,0.0003161396600434,0.7110200979220827,-0.7031713455101964,0.0011102362984065,0.0066272508097619,-2.31154022913909e-05,0.0090079730027578,-0.0034165143754659,-0.0306784523110157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
0.0299234390258789,61732,1743724692,916804790,world,1743724692.9168048,-2.998678707763987,-3.0000124468520006,1.1598050070807715,0.0006047506290671,0.0003633523411617,0.711134180793573,-0.7030559573453643,0.0011504050426139,0.0067574260524687,-2.0960389563689578e-05,0.007079913424605,-0.0079485824367224,-0.0354840714100563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
0.0394155979156494,61733,1743724692,926780224,world,1743724692.9267802,-2.998667146682408,-2.9999447045411447,1.159804802208726,0.0006119007022458,0.0004115610256351,0.7112549487996461,-0.7029337479471771,0.0011828730852505,0.0068931745843605,-1.960476120041996e-05,0.0024023088226924,-0.0047155133421564,-0.0303077318922867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
0.049109935760498,61734,1743724692,936842918,world,1743724692.936843,-2.998655171533917,-2.9998749828560496,1.15980460797063,0.0006217837519059,0.0004238692182018,0.7113606367156929,-0.7028267768456862,0.0012110988815928,0.007037064517971,-1.824806035020729e-05,-0.0050788948311098,0.0034933027342585,-0.0262223874067062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
0.0597152709960937,61735,1743724692,946824074,world,1743724692.946824,-2.9986430127793144,-2.9998043837967363,1.159804429706934,0.0006214403651049,0.0003833359998151,0.7114501779003319,-0.7027361604691835,0.0012406090265245,0.0071808258001996,-1.6360123326907764e-05,-0.0078228047268663,0.0134162161266931,-0.0229374686743515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
0.0698840618133544,61736,1743724692,956821203,world,1743724692.9568212,-2.998630525573774,-2.999732248399055,1.1598042729335265,0.000594286831453,0.000294128998762,0.7115294987353131,-0.7026559134745598,0.0012763677685597,0.00731666624865,-1.535245538000386e-05,-0.0137213756362734,0.0207735094021663,-0.0209871215733159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
0.0798063278198242,61737,1743724692,966737509,world,1743724692.9667375,-2.998617764263083,-2.9996593906458227,1.159804117354918,0.0005725142968011,0.0001730954609449,0.7115974970914611,-0.702587108050318,0.0013216733388131,0.0074335772762654,-1.610354511585904e-05,-0.0150386657201642,0.0178945755238808,-0.0189123620966435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
0.0898020267486572,61738,1743724692,976816654,world,1743724692.976817,-2.998604300547429,-2.99958420485012,1.159803955573648,0.0005613991527605,6.254561216754224e-05,0.711670901964192,-0.7025127815324864,0.0013818777155428,0.0075329744099866,-1.560592453221562e-05,-0.0111985168160307,0.0155823036318398,-0.0261066517644464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(0.0, 0.0, 0.0, 0.0)"
