timestamp,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,angular_rates.x,angular_rates.y,angular_rates.z,thrust.x,thrust.y,thrust.z
16.240346431732178,40354,1743724479,139876112,uav/imu,0.0149339093404446,-0.0973232886360378,0.0025255986217889,0.0,0.0,8.207673906321476
16.24989604949951,40355,1743724479,149485126,uav/imu,0.0150033271266355,-0.0991348974376699,0.006287082008423,0.0,0.0,8.207442709609019
16.259853839874268,40356,1743724479,159419665,uav/imu,0.0151757012675019,-0.1012153668537088,0.0054769365794083,0.0,0.0,8.207306696437048
16.269932746887207,40357,1743724479,169440663,uav/imu,0.01530191465592,-0.1026628116337845,0.0069223457649991,0.0,0.0,8.20721096800918
16.279409408569336,40358,1743724479,179324188,uav/imu,0.015564968885149,-0.1035270203127024,0.0070521172472975,0.0,0.0,8.20713462737363
16.289652824401855,40359,1743724479,189540837,uav/imu,0.0156726186132155,-0.1044092341759261,0.0030394836058287,0.0,0.0,8.207124699113301
16.299518823623657,40360,1743724479,199427344,uav/imu,0.0155362438500516,-0.1049604965340674,0.0093044423474285,0.0,0.0,8.207169465099762
16.309242725372314,40361,1743724479,209178412,uav/imu,0.0154099398672545,-0.1048338123934172,0.0094454728899321,0.0,0.0,8.207221411738033
16.319331169128418,40362,1743724479,219284754,uav/imu,0.0149826416388008,-0.1042116234571138,0.0051849964661796,0.0,0.0,8.207257670833219
16.329346895217896,40363,1743724479,229286950,uav/imu,0.0142768002976731,-0.104088376733783,0.009018020120606,0.0,0.0,8.207363103493396
16.338672637939453,40364,1743724479,238717603,uav/imu,0.0136095259457882,-0.1038443420107414,0.0138109785763987,0.0,0.0,8.207533064532669
16.34940481185913,40365,1743724479,249126339,uav/imu,0.0130156988436692,-0.102911571298578,0.017424438779144,0.0,0.0,8.207713869218768
16.35995841026306,40366,1743724479,259500529,uav/imu,0.0124126907629727,-0.1014947927179536,0.0199460874845735,0.0,0.0,8.207885591790154
16.36899185180664,40367,1743724479,268969761,uav/imu,0.0118724073341793,-0.1000355907864504,0.0186619572658874,0.0,0.0,8.208075559137532
16.379509687423706,40368,1743724479,279483175,uav/imu,0.0112089563588974,-0.0984956965572324,0.0207540058139455,0.0,0.0,8.208279171489641
16.389939546585083,40369,1743724479,289439111,uav/imu,0.0104225506067217,-0.0969754565647882,0.0168558415255047,0.0,0.0,8.208519433079413
16.399343252182007,40370,1743724479,299130625,uav/imu,0.0096874019274961,-0.0951714158246578,0.0091888259730765,0.0,0.0,8.20878548184938
