timestamp,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,t,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,velocity.linear.x,velocity.linear.y,velocity.linear.z,velocity.angular.x,velocity.angular.y,velocity.angular.z,acceleration.linear.x,acceleration.linear.y,acceleration.linear.z,acceleration.angular.x,acceleration.angular.y,acceleration.angular.z,acc_bias.x,acc_bias.y,acc_bias.z,gyr_bias.x,gyr_bias.y,gyr_bias.z,jerk.x,jerk.y,jerk.z,snap.x,snap.y,snap.z,motors_0,motors_1,motors_2,motors_3
0.0,41882,1743729109,99312067,world,1743729109.099312,-3.0028679710525283,-3.0000516817044374,1.1598153133306512,0.0008094718079468,-4.731295115877137e-05,0.0866823204565961,-0.9962356738428596,0.0009998939123125,0.0061028977701797,-8.584951724587509e-06,0.0120989791937827,-0.0251685409807316,0.0152598398759395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00985264778137207,41883,1743729109,109428883,world,1743729109.109429,-3.0028577963972074,-2.999989536881596,1.1598152247192148,0.0007547245551303,6.874980866611142e-05,0.0866015003956457,-0.9962427444119896,0.0010164309548718,0.0062602518894859,-9.234245778198076e-06,0.0170386993855488,-0.0131982466231917,0.0174202460281193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02035379409790039,41884,1743729109,119401693,world,1743729109.1194017,-3.002847661162027,-2.9999267344375995,1.1598151334400384,0.0006671449771506,0.0001298386823956,0.0865170304155646,-0.9962501400288828,0.0010119314690507,0.0064050010172618,-8.904735284685289e-06,0.0219475542100468,-0.0014944984171578,0.016928348368489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029977798461914062,41885,1743729109,129390955,world,1743729109.129391,-3.0028375878764724,-2.999862423199872,1.1598150456074805,0.0005509734099052,0.0001354421449958,0.0864414783267742,-0.9962567685634106,0.0009966068218004,0.0065322382313509,-8.751560708015911e-06,0.0260201889913317,0.0057750336663412,0.0071712872174773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03992319107055664,41886,1743729109,139390707,world,1743729109.1393907,-3.002827664902627,-2.9997968279687868,1.1598149575236782,0.0004195114970254,0.0001115705709149,0.0864070282483364,-0.9962598240576616,0.0009797734999407,0.0066357022541254,-9.183837710051765e-06,0.023140940571547,0.0088122869859356,0.0097891276323808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05015158653259277,41887,1743729109,149417639,world,1743729109.1494176,-3.002817877646045,-2.9997300810568097,1.159814863082718,0.000310618749259,7.940891174785832e-05,0.0863568340839616,-0.9962642191794367,0.0009661954149405,0.0067138273689547,-9.93752765639623e-06,0.0167107477533984,0.005102128824853,0.0112492521525797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06083059310913086,41888,1743729109,159292459,world,1743729109.1592925,-3.0028083617412844,-2.99966363259024,1.1598147633332467,0.0002255481445998,6.736850729144779e-05,0.0863002890692956,-0.9962691426999408,0.0009565794001301,0.0067709646084426,-1.0019915345515793e-05,0.0175353339657921,-2.677137935171896e-05,0.013714641839521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07079219818115234,41889,1743729109,169300318,world,1743729109.1693003,-3.00279881175132,-2.999595755850633,1.1598146646788674,0.0001394273314046,7.703173286747356e-05,0.0862443153332555,-0.9962740048294092,0.0009464755160031,0.0068119868332976,-9.486778376103147e-06,0.0176672825771012,-0.0003404346029884,0.0049545867925158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08003020286560059,41890,1743729109,179294586,world,1743729109.1792946,-3.002789384125726,-2.9995276036825835,1.1598145724902225,4.762413813688281e-05,8.714646216510815e-05,0.0862126974172034,-0.99627674917238,0.000932958770321,0.0068362786660281,-8.526569882418695e-06,0.0196952564890633,-0.0020380166848475,0.0073520948187442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08982658386230469,41891,1743729109,189293385,world,1743729109.1892934,-3.0027800962794364,-2.9994592225858576,1.1598144881676458,-4.316381190610748e-05,0.0001113433435935,0.086164250475199,-0.9962809381291968,0.0009154101064339,0.0068423890330117,-8.149160570839547e-06,0.0133734324541656,-0.0059975982272447,0.0162482822260404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
