Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,t,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,velocity.linear.x,velocity.linear.y,velocity.linear.z,velocity.angular.x,velocity.angular.y,velocity.angular.z,acceleration.linear.x,acceleration.linear.y,acceleration.linear.z,acceleration.angular.x,acceleration.angular.y,acceleration.angular.z,acc_bias.x,acc_bias.y,acc_bias.z,gyr_bias.x,gyr_bias.y,gyr_bias.z,jerk.x,jerk.y,jerk.z,snap.x,snap.y,snap.z,motors_0,motors_1,motors_2,motors_3
1743728828.2745197,13799,1743728828,269309044,world,1743728828.269309,-3.000623880660795,-3.000418757469289,1.1598102222833246,0.0005022970976031,0.0010507779049468,0.6861256123865204,0.7274821562008533,-0.0046896928126675,-0.0060000971871945,3.4516133655602752e-06,0.0214713149391713,0.0178732923170229,-0.0471541303045241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.2840843,13800,1743728828,279310703,world,1743728828.2793107,-3.000670241271126,-3.000478593918192,1.1598102617138455,0.0005223568736019,0.0011888292253371,0.6859478825675281,0.7276495146906197,-0.0044665400144369,-0.0059262566606002,5.419316751364834e-06,0.0215713686424399,0.0139705864065621,-0.0457841317839598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.2937694,13801,1743728828,289371729,world,1743728828.2893715,-3.000714572557114,-3.000538002919595,1.1598103189254565,0.0005511689440633,0.0013068063933473,0.6857943868413198,0.7277939594739596,-0.0042194940157245,-0.0058371649355877,6.46832227219969e-06,0.0170247780618997,0.0105411587031603,-0.0394974302605427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.304083,13802,1743728828,299292564,world,1743728828.2992926,-3.000755791714276,-3.000595673261047,1.1598103851160513,0.0005809141359752,0.0013978538932892,0.6856500689903696,0.7279297297382223,-0.0039565381765791,-0.0057385061413311,7.421371749057189e-06,0.0161086978778718,0.0033394504872215,-0.0406385330672214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.3142612,13803,1743728828,309314013,world,1743728828.309314,-3.0007947444180374,-3.0006529174580217,1.1598104624924492,0.0006318917534568,0.001461044637854,0.6854996783433785,0.7280711895498287,-0.0036741391352062,-0.0056326157488628,8.92497511515096e-06,0.0163577947137089,-0.0002149756693524,-0.0422635147103646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.3239954,13804,1743728828,319309711,world,1743728828.3193097,-3.0008307363486875,-3.0007089539480685,1.1598105554519147,0.000691425861098,0.0015204206041222,0.6853500156059691,0.728211896607274,-0.0033765695111877,-0.0055267147742034,1.0234653136550465e-05,0.0176585380708816,0.004735057884064,-0.0405833328201366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.334073,13805,1743728828,329343081,world,1743728828.329343,-3.0008638335589803,-3.0007641388073183,1.1598106618574084,0.0007350630424421,0.0016019150772115,0.6852003822100425,0.7283524763255909,-0.0030609112107694,-0.0054198040497275,1.031800050055832e-05,0.0166769347887772,0.0043920284763608,-0.035618601685038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.344373,13806,1743728828,339367390,world,1743728828.3393674,-3.0008936939525346,-3.000818191752604,1.1598107603895154,0.000776538219162,0.0016721779531928,0.6850696031911953,0.728475284133062,-0.0027282122319331,-0.0053083946393428,8.319632444617584e-06,0.0138995782653779,0.0074782727310876,-0.0308695240420968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.3540287,13807,1743728828,349373579,world,1743728828.3493736,-3.00092013337832,-3.000871023592827,1.159810841683274,0.0007946358697072,0.0017506385049479,0.6849627639730093,0.7285755388352777,-0.0023811059249831,-0.0051929306188741,8.048058923154857e-06,0.0125569043275701,0.0123026882410079,-0.0224387597539626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.3639796,13808,1743728828,359444141,world,1743728828.359444,-3.000943207842018,-3.0009230115910963,1.159810924395509,0.0007902734989558,0.0018437692431918,0.6848930841065651,0.7286408164011761,-0.0020182324076794,-0.0050675306249739,9.013452424401387e-06,0.0108262838757429,0.0188805009887774,-0.0172615109739673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728828.3742526,13809,1743728828,369377851,world,1743728828.369378,-3.000962344212569,-3.000973018376103,1.1598110163314832,0.0007604043118578,0.0019526872164176,0.6848261677478849,0.7287034573581105,-0.001648003299969,-0.0049292430253088,9.8476104961672e-06,0.0088560274263002,0.0224433028417275,-0.0188819066115103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
