Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,t,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,velocity.linear.x,velocity.linear.y,velocity.linear.z,velocity.angular.x,velocity.angular.y,velocity.angular.z,acceleration.linear.x,acceleration.linear.y,acceleration.linear.z,acceleration.angular.x,acceleration.angular.y,acceleration.angular.z,acc_bias.x,acc_bias.y,acc_bias.z,gyr_bias.x,gyr_bias.y,gyr_bias.z,jerk.x,jerk.y,jerk.z,snap.x,snap.y,snap.z,motors_0,motors_1,motors_2,motors_3
1743728742.0347288,5175,1743728742,29402971,world,1743728742.029403,-2.9983215813173025,-2.9990418108637638,1.159820795917627,0.0007597877057466,-0.0011686364589341,-0.305837759302799,0.9520826235133758,0.0009421569555166,-0.0016138191165789,1.6528275980440773e-05,0.0052246159650431,0.0050550697307642,-0.0392943630500261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728742.0442176,5176,1743728742,39518833,world,1743728742.0395188,-2.998312725509817,-2.9990583198225576,1.1598209601183898,0.0007985951116236,-0.0011558335994082,-0.306027446107372,0.9520216533900572,0.0006754749904603,-0.0016882586087679,1.5734051546261765e-05,0.0096241372609773,0.0027855514121025,-0.0446387958915311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728742.0538056,5177,1743728742,49489021,world,1743728742.049489,-2.9983066466451604,-2.999075350100861,1.1598211167947032,0.0008530268876421,-0.0011644048001986,-0.3062410214066586,0.9519529154923558,0.0004116041634415,-0.0017700901919182,1.5754737033240173e-05,0.0162473359591451,-0.0017613331952565,-0.0455971389765929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728742.0645325,5178,1743728742,59471607,world,1743728742.0594716,-2.998303207171872,-2.9990932427444488,1.1598212706007085,0.000931197049963,-0.0011983793900691,-0.3064629671223471,0.9518813720949996,0.0001406786709328,-0.0018622671504668,1.3787504682115067e-05,0.0171146350904195,-0.004622872558659,-0.0441067104652161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728742.074424,5179,1743728742,69429874,world,1743728742.06943,-2.998302499898643,-2.9991120402283897,1.1598214013374852,0.0010039895304208,-0.0012473723705781,-0.3066577777851463,0.9518184928814254,-0.0001412894579321,-0.0019664176145662,1.132218637583032e-05,0.0147972229724333,-0.0059603526164646,-0.0350953385518005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728742.0837264,5180,1743728742,79411030,world,1743728742.079411,-2.998304640745593,-2.999131947720671,1.1598215106393903,0.001057016066094,-0.0012992708390881,-0.3068088325713086,0.9517696858318998,-0.000437381578981,-0.0020807338287861,1.0099120527500963e-05,0.0096186462310916,-0.0088707124420118,-0.0231032908520633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728742.094052,5181,1743728742,89325428,world,1743728742.0893254,-2.9983097294593075,-2.999152869596387,1.1598216055367103,0.0010852904712892,-0.0013494506993328,-0.3069184782192422,0.9517342322597144,-0.0007440937034041,-0.0021995178450725,8.25370174543414e-06,0.0051948595061905,-0.0049408141374976,-0.0245806945575844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728742.104129,5182,1743728742,99316835,world,1743728742.0993168,-2.9983179560406232,-2.9991751490155183,1.1598216855083172,0.0010990237815936,-0.0013743292957475,-0.3070364327166137,0.9516961344622404,-0.0010628833795383,-0.0023211354612687,7.177611722007708e-06,0.0004068316241699,0.0013006378795471,-0.0314344863978814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728742.1140826,5183,1743728742,109386206,world,1743728742.1093862,-2.9983294767662265,-2.9991988315045304,1.159821754129066,0.00109751399418,-0.0013571026325506,-0.3071707658213878,0.9516528118805616,-0.0013877372910266,-0.0024446757205493,5.309426912175125e-06,-0.0076090279599301,0.0087974366575392,-0.0241319107310784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743728742.123871,5184,1743728742,119367838,world,1743728742.1193678,-2.998344124339888,-2.999223539957965,1.1598218020208164,0.0010668349538461,-0.0012965951295957,-0.3072807445481354,0.9516174256150394,-0.0017038486108032,-0.0025673291272422,3.0836409906455147e-06,-0.012779654540797,0.011260830532326,-0.024210659494014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
