Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,angular_rates.x,angular_rates.y,angular_rates.z,thrust.x,thrust.y,thrust.z
1743728541.380989,5759,1743728541,380717653,uav/imu,-0.0143415644809431,0.0040599956261425,-0.0292285065266325,0.0,0.0,8.211391683324091
1743728541.391312,5760,1743728541,391155049,uav/imu,-0.0142582836064457,0.003819987407302,-0.0311185649344488,0.0,0.0,8.211392059114143
1743728541.4012988,5761,1743728541,401098676,uav/imu,-0.0139159590210402,0.0037224954781751,-0.033576382208994,0.0,0.0,8.211392815193962
1743728541.4110055,5762,1743728541,410788500,uav/imu,-0.0134372978152576,0.0037391368564765,-0.0334075442325906,0.0,0.0,8.211391586437694
1743728541.4209912,5763,1743728541,420816028,uav/imu,-0.0128858752981133,0.0035801955331044,-0.0351117164133333,0.0,0.0,8.211386594335004
1743728541.4315472,5764,1743728541,431008193,uav/imu,-0.0122499078236771,0.0042412109045919,-0.0401323563636114,0.0,0.0,8.211387880847095
1743728541.4414024,5765,1743728541,441075371,uav/imu,-0.0116755394278749,0.0052282862759335,-0.0429009757262062,0.0,0.0,8.211390448909224
1743728541.4509106,5766,1743728541,450689722,uav/imu,-0.0110375631111458,0.0055961464961009,-0.0391314830729177,0.0,0.0,8.21139628876843
1743728541.4614513,5767,1743728541,461089624,uav/imu,-0.0102785153968324,0.0048063038562974,-0.0345697588349137,0.0,0.0,8.211414247542697
1743728541.4713902,5768,1743728541,471021126,uav/imu,-0.0094873978200562,0.0035075338541894,-0.0320677076791055,0.0,0.0,8.211430263045411
1743728541.480689,5769,1743728541,480454532,uav/imu,-0.0087908766804699,0.0032563363074124,-0.0230021256149673,0.0,0.0,8.21143345127562
1743728541.4913712,5770,1743728541,490995846,uav/imu,-0.0080381038543337,0.0037166116621358,-0.0183075019192565,0.0,0.0,8.211435092562196
1743728541.5017562,5771,1743728541,501152799,uav/imu,-0.0069538927408725,0.0046278642259799,-0.0246780320262019,0.0,0.0,8.211437104348551
1743728541.510993,5772,1743728541,510650099,uav/imu,-0.0057440610749312,0.0050320856358246,-0.0246342112217038,0.0,0.0,8.211451586727314
1743728541.5215356,5773,1743728541,521034405,uav/imu,-0.0047541343965784,0.0052680577165387,-0.024438764087307,0.0,0.0,8.211449435046312
1743728541.5321786,5774,1743728541,531695833,uav/imu,-0.003988538998454,0.0054212387721254,-0.0173310248081003,0.0,0.0,8.211436783886022
1743728541.5408344,5775,1743728541,540677673,uav/imu,-0.0033162011075172,0.0059236709887655,-0.0120253579804056,0.0,0.0,8.211418259637245
1743728541.551771,5776,1743728541,551456683,uav/imu,-0.0028347741155292,0.0065597942554088,-0.0092859019104506,0.0,0.0,8.211399544519896
1743728541.5613782,5777,1743728541,561124443,uav/imu,-0.0025103351130488,0.0071114797237676,-0.0090031110578568,0.0,0.0,8.211379306590548
1743728541.5710504,5778,1743728541,570753983,uav/imu,-0.0021968122141108,0.0078044368161553,-0.0094138843602844,0.0,0.0,8.21136225844159
1743728541.5812273,5779,1743728541,580767821,uav/imu,-0.0016705023436883,0.008067160270898,-0.0161740423927824,0.0,0.0,8.211355355672733
1743728541.591373,5780,1743728541,591125536,uav/imu,-0.0008263606413231,0.0078271409873412,-0.0123405249773837,0.0,0.0,8.211355666093457
1743728541.6010551,5781,1743728541,600810708,uav/imu,0.0001074682750087,0.0079448532106055,-0.0078084607650114,0.0,0.0,8.211348484701048
1743728541.6106777,5782,1743728541,610587728,uav/imu,0.0011748005902897,0.0082207213806884,-0.0033905339399147,0.0,0.0,8.211340233288265
1743728541.621285,5783,1743728541,621102461,uav/imu,0.0021797381928628,0.0086261262615249,-0.0064032245117778,0.0,0.0,8.211335610231224
1743728541.6325777,5784,1743728541,632240247,uav/imu,0.0029318255465918,0.0085353543675874,-0.0129513197219453,0.0,0.0,8.21133272324181
1743728541.6413052,5785,1743728541,641098824,uav/imu,0.0034261049343039,0.0079606189565642,-0.0065779747637441,0.0,0.0,8.211333037994189
1743728541.651468,5786,1743728541,651122242,uav/imu,0.0039397511331745,0.0075866959499254,-0.0084867322361441,0.0,0.0,8.211337575177142
1743728541.6617017,5787,1743728541,661238519,uav/imu,0.0041790548225013,0.007528967754451,-0.0052828082705966,0.0,0.0,8.211339963861843
1743728541.6707006,5788,1743728541,670521371,uav/imu,0.004200615094124,0.0071038080376933,-0.0047284697577071,0.0,0.0,8.211338261773856
1743728541.68148,5789,1743728541,680981303,uav/imu,0.004219753385228,0.0064947147764642,0.001074237693759,0.0,0.0,8.211331104259635
1743728541.691651,5790,1743728541,691303516,uav/imu,0.0043209328949781,0.0058332112793763,-0.0059306068814634,0.0,0.0,8.21132345151953
1743728541.7007442,5791,1743728541,700562564,uav/imu,0.0043079535238015,0.0054984346285244,-0.0036790067197834,0.0,0.0,8.211320247435816
1743728541.7112002,5792,1743728541,710919328,uav/imu,0.0042639885201775,0.0050173875278584,0.002245801940942,0.0,0.0,8.211316686270186
1743728541.7213376,5793,1743728541,720996345,uav/imu,0.004341302384462,0.0043262168015934,0.0015144630894521,0.0,0.0,8.211311385407933
1743728541.7312627,5794,1743728541,730833985,uav/imu,0.0045519407655546,0.0039684098145404,0.0006303328221564,0.0,0.0,8.211310860560697
1743728541.7407002,5795,1743728541,740410468,uav/imu,0.0046000216305182,0.0034479954620606,-0.0003194147393193,0.0,0.0,8.211316122232827
1743728541.7519736,5796,1743728541,751434120,uav/imu,0.0044797967394129,0.0032130213460416,0.0006412978968198,0.0,0.0,8.211319505897634
1743728541.7612922,5797,1743728541,761058583,uav/imu,0.0045850416864645,0.0023895441046985,-0.0034059242925459,0.0,0.0,8.211324700678631
1743728541.770577,5798,1743728541,770491499,uav/imu,0.0047406149386377,0.0018055156415871,-0.002834751114037,0.0,0.0,8.211338761624408
1743728541.780447,5799,1743728541,780281745,uav/imu,0.0046704546412326,0.0018138334703196,-0.0010307386773213,0.0,0.0,8.211342505619127
1743728541.7906604,5800,1743728541,790450284,uav/imu,0.004679695717745,0.0018788639546843,0.0013255917659356,0.0,0.0,8.211346309755513
1743728541.8007462,5801,1743728541,800472727,uav/imu,0.0050353206719995,0.0018352485499663,0.0089389893228967,0.0,0.0,8.211341522855188
1743728541.8113277,5802,1743728541,810955180,uav/imu,0.0056896116922219,0.0015026768810294,0.0079114238201548,0.0,0.0,8.21134716933199
1743728541.8216453,5803,1743728541,821136426,uav/imu,0.0062892296571537,0.0016360848545514,0.0134602715763705,0.0,0.0,8.211348157615667
1743728541.8309655,5804,1743728541,830782378,uav/imu,0.0066340855102437,0.0016221337121924,0.0192880504932171,0.0,0.0,8.211346387937756
1743728541.8412602,5805,1743728541,841121601,uav/imu,0.0066670644783807,0.0011812919387758,0.0193708570093126,0.0,0.0,8.211351666873593
1743728541.851485,5806,1743728541,851261538,uav/imu,0.0066934748538135,0.0013394667967081,0.0212457350155266,0.0,0.0,8.211344719787064
1743728541.861065,5807,1743728541,860917041,uav/imu,0.006795193303422,0.0018217713309666,0.0222446993829945,0.0,0.0,8.211335301098593
1743728541.871183,5808,1743728541,870913722,uav/imu,0.0068975591288229,0.0022852327544169,0.0235764347174136,0.0,0.0,8.211320608210574
1743728541.881471,5809,1743728541,881124910,uav/imu,0.0070484996402985,0.0029268350293941,0.0218365536931571,0.0,0.0,8.21130536967198
1743728541.890958,5810,1743728541,890623617,uav/imu,0.0074098338347093,0.0030290434898812,0.0191231353435482,0.0,0.0,8.211291449948886
1743728541.9010477,5811,1743728541,900658419,uav/imu,0.0079612528681396,0.0026689391487766,0.0265071554940354,0.0,0.0,8.211286868084263
1743728541.9114077,5812,1743728541,911121576,uav/imu,0.008413871154609,0.0023376151837945,0.0233424997423808,0.0,0.0,8.211288949496172
1743728541.9211743,5813,1743728541,920876782,uav/imu,0.0086924909677422,0.0015468299377581,0.0204539532557028,0.0,0.0,8.211288540134564
1743728541.9308598,5814,1743728541,930505133,uav/imu,0.0088781647916284,0.0006492518306417,0.0190086544161882,0.0,0.0,8.21128613399117
1743728541.9418828,5815,1743728541,941188118,uav/imu,0.0092389971599514,0.0001888480431631,0.0183129630915533,0.0,0.0,8.211276001971784
1743728541.9517355,5816,1743728541,951066129,uav/imu,0.0097918907782303,0.0001976161015184,0.0176306238289919,0.0,0.0,8.21126902249555
1743728541.960722,5817,1743728541,960441809,uav/imu,0.0103477005514082,0.0005860455220775,0.0196803186164163,0.0,0.0,8.211268877142299
1743728541.971731,5818,1743728541,971129487,uav/imu,0.0108262067618941,0.0001863453070404,0.0224328003916153,0.0,0.0,8.21127151045443
1743728541.9817717,5819,1743728541,981150719,uav/imu,0.0114032769517341,-0.0006254912904642,0.0279163893486477,0.0,0.0,8.211278663513369
