Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,angular_rates.x,angular_rates.y,angular_rates.z,thrust.x,thrust.y,thrust.z
1743729687.2893443,38482,1743729687,288658913,uav/imu,-0.0280252559092615,0.0069820748092107,-0.0635480960160567,0.0,0.0,8.212127285352087
1743729687.2991717,38483,1743729687,298652334,uav/imu,-0.0269974860197011,0.0043824658193352,-0.0663431231804393,0.0,0.0,8.212143983872341
1743729687.3088226,38484,1743729687,308483098,uav/imu,-0.0258749078101875,0.0017396377825964,-0.0623472610729748,0.0,0.0,8.212152493735939
1743729687.3190994,38485,1743729687,318837979,uav/imu,-0.0245629337709051,-0.0009705840129822,-0.0574127424199991,0.0,0.0,8.212156129620976
1743729687.3290915,38486,1743729687,328581881,uav/imu,-0.0230320971931742,-0.0030291486016355,-0.0543773603175993,0.0,0.0,8.212153961009577
1743729687.3381011,38487,1743729687,338001302,uav/imu,-0.0212520063788847,-0.0050618592846495,-0.0643908646161772,0.0,0.0,8.21214958885717
1743729687.3483891,38488,1743729687,348127033,uav/imu,-0.0194174604532605,-0.0072465397938666,-0.065384448094189,0.0,0.0,8.212139716829963
1743729687.359066,38489,1743729687,358716105,uav/imu,-0.0177041783194713,-0.0092358930656333,-0.064153607741903,0.0,0.0,8.212112551214584
1743729687.36843,38490,1743729687,368177766,uav/imu,-0.0161351670456216,-0.0109440611395523,-0.0628361353814174,0.0,0.0,8.212068303742972
1743729687.3787832,38491,1743729687,378532822,uav/imu,-0.0148129679849083,-0.012713783960427,-0.0603612270237158,0.0,0.0,8.212013577611245
1743729687.3892207,38492,1743729687,388756803,uav/imu,-0.0136442886232886,-0.0144149520661378,-0.0568102177885362,0.0,0.0,8.211949483027407
1743729687.399077,38493,1743729687,398636213,uav/imu,-0.0124422429693956,-0.0167185675483375,-0.0522456004977013,0.0,0.0,8.211892806607334
1743729687.4086337,38494,1743729687,408386715,uav/imu,-0.0109808482377195,-0.0193843417053588,-0.0510757810893391,0.0,0.0,8.211847550043567
1743729687.417999,38495,1743729687,417942557,uav/imu,-0.0095123930860477,-0.0217935924780058,-0.0529680859030875,0.0,0.0,8.211810990071434
1743729687.428394,38496,1743729687,428204408,uav/imu,-0.0082877439976771,-0.023289228105785,-0.0477189263818581,0.0,0.0,8.211758341465462
1743729687.4391105,38497,1743729687,438632366,uav/imu,-0.007294671127203,-0.0248098708292996,-0.0497383707950138,0.0,0.0,8.211701856940797
1743729687.449056,38498,1743729687,448775331,uav/imu,-0.006405507073294,-0.0266169426410067,-0.0502184961133708,0.0,0.0,8.211654867831285
1743729687.4592762,38499,1743729687,458787422,uav/imu,-0.0055212497079018,-0.0278476547501246,-0.0516949420507444,0.0,0.0,8.21158448759342
1743729687.468643,38500,1743729687,468385115,uav/imu,-0.0045748697884629,-0.0293519443874491,-0.0505199195449023,0.0,0.0,8.21150027576076
1743729687.479077,38501,1743729687,478729411,uav/imu,-0.0036778811075138,-0.031608379306091,-0.0451155298730026,0.0,0.0,8.21143868537504
1743729687.4889271,38502,1743729687,488657664,uav/imu,-0.0029734721299219,-0.0339370954024333,-0.0413367444354088,0.0,0.0,8.211392271998339
1743729687.4985151,38503,1743729687,498382268,uav/imu,-0.0022969885769283,-0.0358334353576344,-0.0461601753398795,0.0,0.0,8.211368508558008
1743729687.5090694,38504,1743729687,508753478,uav/imu,-0.0016170187877718,-0.0367220126320642,-0.0433325991001518,0.0,0.0,8.21134230608239
1743729687.5190196,38505,1743729687,518789111,uav/imu,-0.0007849549710179,-0.0376144304847509,-0.0450378179614238,0.0,0.0,8.21132532143319
1743729687.5293489,38506,1743729687,529169825,uav/imu,2.739995779475887e-05,-0.0381994095944549,-0.0496872384552185,0.0,0.0,8.211312105039074
1743729687.5391488,38507,1743729687,538755550,uav/imu,0.000742948895886,-0.0383281829899962,-0.0471604837234744,0.0,0.0,8.211298297654986
1743729687.5481803,38508,1743729687,548065516,uav/imu,0.0016745671883434,-0.0381175429331064,-0.0406603378831069,0.0,0.0,8.211283372643173
1743729687.5590472,38509,1743729687,558832234,uav/imu,0.0027923343602311,-0.0377508850187039,-0.0401385314063385,0.0,0.0,8.211265408493283
1743729687.5688796,38510,1743729687,568635950,uav/imu,0.0038077118735982,-0.0379641410890068,-0.032915298222155,0.0,0.0,8.211257005405113
1743729687.5788834,38511,1743729687,578696370,uav/imu,0.0052529252160948,-0.0382406252428083,-0.0318075748487392,0.0,0.0,8.211259562075634
1743729687.5889344,38512,1743729687,588721900,uav/imu,0.0067877725993059,-0.0381110405545797,-0.0251704578321215,0.0,0.0,8.211260928560545
1743729687.5988996,38513,1743729687,598656148,uav/imu,0.0080329679959552,-0.0379128012628577,-0.0222945080190132,0.0,0.0,8.21125221148932
1743729687.6090307,38514,1743729687,608757140,uav/imu,0.008786840088237,-0.0380313879277677,-0.0249787938895723,0.0,0.0,8.21125046278661
1743729687.6190186,38515,1743729687,618763534,uav/imu,0.0091665128948702,-0.0382128718824319,-0.0180498783230607,0.0,0.0,8.211266382355202
1743729687.6289809,38516,1743729687,628766582,uav/imu,0.0097368156246953,-0.0380292005964759,-0.0141746429562509,0.0,0.0,8.21129205401305
1743729687.639362,38517,1743729687,638886301,uav/imu,0.0107809772389314,-0.0370809059885839,-0.0199605000929865,0.0,0.0,8.211302415869401
1743729687.6489604,38518,1743729687,648787022,uav/imu,0.0120779290264561,-0.0362444998050628,-0.0184302064233911,0.0,0.0,8.211290747481492
1743729687.6589472,38519,1743729687,658758351,uav/imu,0.0136082743586991,-0.0361159796924447,-0.018773926761777,0.0,0.0,8.211301520260925
1743729687.6685295,38520,1743729687,668430139,uav/imu,0.0149609066545938,-0.0359828138671551,-0.014045423556597,0.0,0.0,8.211314312463562
1743729687.678342,38521,1743729687,678201824,uav/imu,0.016177516472151,-0.0357192013976377,-0.0118819980339384,0.0,0.0,8.211326677949463
1743729687.688063,38522,1743729687,687949802,uav/imu,0.0171877081949551,-0.0353076962971077,-0.0045691587200616,0.0,0.0,8.21133689243007
1743729687.6980894,38523,1743729687,697966750,uav/imu,0.0180553805146205,-0.0349434778374953,-0.0105451315268336,0.0,0.0,8.211362473492375
1743729687.7082572,38524,1743729687,708183479,uav/imu,0.0188043059744312,-0.034276563966597,-0.0099351589660024,0.0,0.0,8.211395379198196
1743729687.7184489,38525,1743729687,718296087,uav/imu,0.0196826542794679,-0.0330004047111507,-0.0065637183055967,0.0,0.0,8.211420168292488
1743729687.7286625,38526,1743729687,728357308,uav/imu,0.0205032674935686,-0.0316126636549436,-0.0086668671263398,0.0,0.0,8.211437307885662
1743729687.7395513,38527,1743729687,739148324,uav/imu,0.0211631597384283,-0.0304979082778885,-0.0077808199157803,0.0,0.0,8.211455103790302
1743729687.7493842,38528,1743729687,748931400,uav/imu,0.0218311829017538,-0.0291650301252971,-0.0134286388799136,0.0,0.0,8.211467188655615
1743729687.7582076,38529,1743729687,758094938,uav/imu,0.0225559244035473,-0.0278254820466406,-0.0144573117417139,0.0,0.0,8.211484899592918
1743729687.7683768,38530,1743729687,768173531,uav/imu,0.0233921393826818,-0.0260625348293187,-0.0046274472025186,0.0,0.0,8.211499822451948
1743729687.7785518,38531,1743729687,778398371,uav/imu,0.0239936536897583,-0.0248675924150073,-0.0118718366943609,0.0,0.0,8.211517058188743
1743729687.788135,38532,1743729687,788045341,uav/imu,0.0242783580004784,-0.0241740342541479,-0.0129340599166436,0.0,0.0,8.211545883235438
1743729687.7981725,38533,1743729687,798090456,uav/imu,0.0243598816094044,-0.0235951231049803,-0.0075522133927934,0.0,0.0,8.211578626727562
1743729687.8084974,38534,1743729687,808412622,uav/imu,0.0245271278406819,-0.0223703652663046,-0.0038792572887471,0.0,0.0,8.21161063144805
1743729687.8184984,38535,1743729687,818280237,uav/imu,0.024517103098726,-0.0207302541051044,-0.0054044755610417,0.0,0.0,8.211637127621781
1743729687.8292367,38536,1743729687,829017614,uav/imu,0.0242932982989559,-0.0194109159167776,-0.0013807545028647,0.0,0.0,8.211659562823133
1743729687.839132,38537,1743729687,838809260,uav/imu,0.0239267497293876,-0.0181394871039834,0.008142027277511,0.0,0.0,8.211683577276624
1743729687.8488035,38538,1743729687,848622041,uav/imu,0.0234862899541013,-0.0163380281148912,0.0152155892133745,0.0,0.0,8.211699846714271
1743729687.859031,38539,1743729687,858832685,uav/imu,0.0229261579311344,-0.0147651060840854,0.0137147023803339,0.0,0.0,8.21172624519809
1743729687.8689554,38540,1743729687,868680029,uav/imu,0.0220210887070826,-0.0132569247258148,0.0202150808166759,0.0,0.0,8.211746788407496
